DATE,daily_demand,national_temp_avg
2020-11-19,1371002,8.866666666666667
2020-11-20,1409716,6.4750000000000005
2020-11-21,1200462,7.75
2020-11-22,1245129,8.45
2020-11-23,1415359,6.925
2020-11-24,1354468,7.116666666666667
2020-11-25,1448521,7.266666666666667
2020-11-26,1467419,4.2749999999999995
2020-11-27,1484739,4.333333333333333
2020-11-28,1348099,4.2749999999999995
2020-11-29,1344279,7.9750000000000005
2020-11-30,1439898,6.416666666666667
2020-12-01,1494982,4.558333333333334
2020-12-02,1540548,3.9333333333333336
2020-12-03,1571075,4.216666666666667
2020-12-04,1538092,4.65
2020-12-05,1411389,3.983333333333333
2020-12-06,1438430,2.0083333333333333
2020-12-07,1607944,2.8083333333333336
2020-12-08,1608845,3.0666666666666664
2020-12-09,1600626,4.858333333333333
2020-12-10,1566512,7.2
2020-12-11,1512319,7.641666666666667
2020-12-12,1376634,8.758333333333333
2020-12-13,1356054,6.233333333333333
2020-12-14,1423770,8.174999999999999
2020-12-15,1469024,7.916666666666667
2020-12-16,1470598,9.058333333333332
2020-12-17,1445384,9.016666666666667
2020-12-18,1357102,8.766666666666666
2020-12-19,1223620,9.141666666666667
2020-12-20,1264853,8.916666666666666
2020-12-21,1414361,7.224999999999999
2020-12-22,1436645,8.525
2020-12-23,1367869,5.5249999999999995
2020-12-24,1285937,4.25
2020-12-25,1277634,4.033333333333333
2020-12-26,1143076,2.7416666666666667
2020-12-27,1197734,3.391666666666667
2020-12-28,1360035,1.1666666666666667
2020-12-29,1413390,1.7416666666666665
2020-12-30,1445114,0.85
2020-12-31,1448634,0.3083333333333333
2021-01-01,1343188,0.6416666666666666
2021-01-02,1373543,1.6333333333333335
2021-01-03,1371151,1.7833333333333332
2021-01-04,1540043,3.0083333333333333
2021-01-05,1570211,2.65
2021-01-06,1620605,1.0166666666666666
2021-01-07,1641215,-0.72
2021-01-08,1627970,0.10833333333333332
2021-01-09,1505585,2.35
2021-01-10,1464484,3.558333333333333
2021-01-11,1486926,3.6750000000000003
2021-01-12,1520439,6.291666666666667
2021-01-13,1563145,3.091666666666667
2021-01-14,1553255,4.408333333333333
2021-01-15,1595668,4.358333333333333
2021-01-16,1373321,3.108333333333333
2021-01-17,1336711,6.591666666666666
2021-01-18,1496560,6.308333333333334
2021-01-19,1422462,6.614285714285714
2021-01-20,1408751,7.591666666666666
2021-01-21,1442456,4.825
2021-01-22,1466315,2.1999999999999997
2021-01-23,1420716,0.2416666666666667
2021-01-24,1461611,0.8928571428571427
2021-01-25,1540600,1.0214285714285716
2021-01-26,1611482,3.5142857142857147
2021-01-27,1540111,5.614285714285714
2021-01-28,1443326,7.1000000000000005
2021-01-29,1396666,5.05
2021-01-30,1321857,2.971428571428571
2021-01-31,1408617,3.0500000000000003
2021-02-01,1560693,4.692857142857143
2021-02-02,1481389,4.771428571428571
2021-02-03,1478863,6.716666666666666
2021-02-04,1507689,5.214285714285714
2021-02-05,1451096,4.4071428571428575
2021-02-06,1338562,2.057142857142857
2021-02-07,1336884,0.7142857142857143
2021-02-08,1569178,-0.07857142857142858
2021-02-09,1612588,0.06428571428571428
2021-02-10,1617354,-0.8642857142857142
2021-02-11,1631544,-2.092857142857143
2021-02-12,1576916,-0.3416666666666666
2021-02-13,1454072,2.066666666666667
2021-02-14,1408646,4.833333333333333
2021-02-15,1470082,6.808333333333334
2021-02-16,1415867,9.433333333333332
2021-02-17,1391777,8.174999999999999
2021-02-18,1336064,9.85
2021-02-19,1348535,8.833333333333334
2021-02-20,1163759,10.191666666666668
2021-02-21,1251960,10.041666666666666
2021-02-22,1401017,10.216666666666667
2021-02-23,1266243,9.674999999999999
2021-02-24,1261640,10.008333333333333
2021-02-25,1338141,9.766666666666667
2021-02-26,1342555,6.316666666666666
2021-02-27,1214330,5.45
2021-02-28,1214148,4.733333333333333
2021-03-01,1414452,4.325
2021-03-02,1445406,4.866666666666666
2021-03-03,1495948,3.975
2021-03-04,1483959,4.533333333333334
2021-03-05,1457656,4.325
2021-03-06,1337380,2.841666666666667
2021-03-07,1299605,5.016666666666667
2021-03-08,1436858,6.341666666666666
2021-03-09,1376896,6.133333333333334
2021-03-10,1372583,7.925
2021-03-11,1274331,8.5
2021-03-12,1265696,7.057142857142857
2021-03-13,1166934,6.916666666666667
2021-03-14,1191922,7.778571428571429
2021-03-15,1358778,10.4
2021-03-16,1350714,8.883333333333333
2021-03-17,1377507,7.791666666666667
2021-03-18,1399166,6.7250000000000005
2021-03-19,1340639,8.483333333333333
2021-03-20,1257516,8.291666666666666
2021-03-21,1218993,8.450000000000001
2021-03-22,1331623,7.2
2021-03-23,1317624,8.325000000000001
2021-03-24,1307669,9.033333333333333
2021-03-25,1250589,7.333333333333333
2021-03-26,1219213,9.308333333333334
2021-03-27,1108743,7.55
2021-03-28,1046892,11.964285714285714
2021-03-29,1138293,15.483333333333334
2021-03-30,1188653,11.758333333333333
2021-03-31,1180375,9.5
2021-04-01,1170043,9.025
2021-04-02,1109841,7.066666666666666
2021-04-03,1115024,8.950000000000001
2021-04-04,992558,3.6333333333333333
2021-04-05,1020857,5.291666666666667
2021-04-06,1256095,3.4166666666666665
2021-04-07,1378577,4.95
2021-04-08,1264489,6.516666666666667
2021-04-09,1292557,5.966666666666666
2021-04-10,1201970,5.166666666666667
2021-04-11,1174373,4.075
2021-04-12,1331897,5.3999999999999995
2021-04-13,1334901,5.183333333333334
2021-04-14,1307785,6.433333333333334
2021-04-15,1303347,5.2250000000000005
2021-04-16,1284879,6.066666666666666
2021-04-17,1118469,6.608333333333333
2021-04-18,1095604,8.6
2021-04-19,1205871,9.450000000000001
2021-04-20,1220223,7.966666666666666
2021-04-21,1218471,10.25
2021-04-22,1191347,8.625
2021-04-23,1135774,8.025
2021-04-24,1005275,7.9750000000000005
2021-04-25,1007356,8.466666666666667
2021-04-26,1184884,8.299999999999999
2021-04-27,1262633,6.95
