DATE,daily_demand,national_temp_avg,lag_1,lag_7,lag_14,lag_30,roll_mean_7,roll_std_7,diff_1,pct_change_7,HDD,CDD,temp_lag_1,temp_lag_3,day_of_week,month,year,dow_sin,dow_cos,month_sin,month_cos
2016-03-25,1233875,9.03125,1530735.0,1617465.0,1597113.0,1658238.0,1469733.7142857143,125545.76674359402,-296860.0,-0.23715505435975426,8.96875,0.0,9.1375,5.80625,4,3,2016,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2016-03-26,1244385,8.7,1233875.0,1447211.0,1421028.0,1678596.0,1440758.5714285714,152188.64134669045,10510.0,-0.14014957044964416,9.3,0.0,9.03125,8.2125,5,3,2016,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2016-03-27,1102343,8.116666666666667,1244385.0,1384046.0,1335648.0,1662840.0,1400515.2857142857,199558.02173863575,-142042.0,-0.20353586513743038,9.883333333333333,0.0,8.7,9.1375,6,3,2016,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2016-03-28,1226484,7.0625,1102343.0,1547394.0,1507729.0,1487933.0,1354671.0,197037.24952827315,124141.0,-0.20738738808603363,10.9375,0.0,8.116666666666667,9.03125,0,3,2016,0.0,1.0,1.0,6.123233995736766e-17
2016-03-29,1447560,7.533333333333333,1226484.0,1561414.0,1599859.0,1443659.0,1338406.142857143,181188.6426889851,221076.0,-0.07291724039876679,10.466666666666667,0.0,7.0625,8.7,1,3,2016,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2016-03-30,1460308,6.9,1447560.0,1583461.0,1555723.0,1649277.0,1320812.857142857,157912.13764140152,12748.0,-0.07777457101879992,11.1,0.0,7.533333333333333,8.116666666666667,2,3,2016,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2016-03-31,1443060,6.7375,1460308.0,1530735.0,1542711.0,1589889.0,1308287.857142857,141065.22592218503,-17248.0,-0.05727640643220411,11.2625,0.0,6.9,7.0625,3,3,2016,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2016-04-01,1418709,7.243749999999999,1443060.0,1233875.0,1617465.0,1611267.0,1334692.7142857143,142109.95033390634,-24351.0,0.1497996150339378,10.756250000000001,0.0,6.7375,7.533333333333333,4,4,2016,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2016-04-02,1261026,10.56875,1418709.0,1244385.0,1447211.0,1623240.0,1337070.0,140477.2633002717,-157683.0,0.013372870936245507,7.43125,0.0,7.243749999999999,6.9,5,4,2016,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2016-04-03,1237900,9.0875,1261026.0,1102343.0,1384046.0,1601551.0,1356435.2857142857,108409.71155869005,-23126.0,0.12297170662851764,8.9125,0.0,10.56875,6.7375,6,4,2016,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
2016-04-04,1442047,10.7,1237900.0,1226484.0,1547394.0,1463171.0,1387230.0,95148.84946755732,204147.0,0.17575687901350534,7.300000000000001,0.0,9.0875,7.243749999999999,0,4,2016,0.0,1.0,0.8660254037844387,-0.4999999999999998
2016-04-05,1394417,8.73125,1442047.0,1447560.0,1561414.0,1453255.0,1379638.142857143,91586.3084153021,-47630.0,-0.03671212246815325,9.26875,0.0,10.7,10.56875,1,4,2016,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
2016-04-06,1367598,8.35625,1394417.0,1460308.0,1583461.0,1631929.0,1366393.857142857,84397.64293199393,-26819.0,-0.06348660693497532,9.64375,0.0,8.73125,9.0875,2,4,2016,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
2016-04-07,1452615,8.54375,1367598.0,1443060.0,1530735.0,1716089.0,1367758.857142857,85908.01110767452,85017.0,0.00662134630576694,9.45625,0.0,8.35625,10.7,3,4,2016,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
2016-04-08,1438519,7.275,1452615.0,1418709.0,1233875.0,1674710.0,1370588.857142857,88162.857537304,-14096.0,0.013963399118494424,10.725,0.0,8.54375,8.73125,4,4,2016,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2016-04-09,1287665,8.275,1438519.0,1261026.0,1244385.0,1669836.0,1374394.4285714286,83073.36766950303,-150854.0,0.02112486181886819,9.725,0.0,7.275,8.35625,5,4,2016,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
